Accident year,Casualty sex,Casualty age,Weather condition,Accident month,Killed or seriously injured
2017,Male,37,Raining + high winds,October,1
2017,Male,38,Fine no high winds,January,11
2017,Male,38,Fine no high winds,February,10
2017,Male,38,Fine no high winds,March,24
2017,Male,38,Fine no high winds,April,18
2017,Male,38,Fine no high winds,May,22
2017,Male,38,Fine no high winds,June,25
2017,Male,38,Fine no high winds,July,15
2017,Male,38,Fine no high winds,August,21
2017,Male,38,Fine no high winds,September,18
2017,Male,38,Fine no high winds,October,15
2017,Male,38,Fine no high winds,November,33
2017,Male,38,Fine no high winds,December,19
2017,Male,38,Raining no high winds,January,2
2017,Male,38,Raining no high winds,February,3
2017,Male,38,Raining no high winds,May,2
2017,Male,38,Raining no high winds,June,2
2017,Male,38,Raining no high winds,July,3
2017,Male,38,Raining no high winds,September,2
2017,Male,38,Raining no high winds,November,3
2017,Male,38,Raining no high winds,December,2
2017,Male,38,Fine + high winds,January,1
2017,Male,38,Fine + high winds,June,1
2017,Male,38,Fine + high winds,July,1
2017,Male,38,Fine + high winds,September,1
2017,Male,38,Raining + high winds,June,1
2017,Male,38,Raining + high winds,October,1
2017,Male,38,Raining + high winds,November,1
2017,Male,38,Fog or mist,January,2
2017,Male,38,Fog or mist,September,1
2017,Male,39,Fine no high winds,January,11
2017,Male,39,Fine no high winds,February,13
2017,Male,39,Fine no high winds,March,14
2017,Male,39,Fine no high winds,April,22
2017,Male,39,Fine no high winds,May,16
2017,Male,39,Fine no high winds,June,19
2017,Male,39,Fine no high winds,July,28
2017,Male,39,Fine no high winds,August,19
2017,Male,39,Fine no high winds,September,16
2017,Male,39,Fine no high winds,October,19
2017,Male,39,Fine no high winds,November,21
2017,Male,39,Fine no high winds,December,9
2017,Male,39,Raining no high winds,January,4
2017,Male,39,Raining no high winds,March,1
2017,Male,39,Raining no high winds,April,2
2017,Male,39,Raining no high winds,May,1
2017,Male,39,Raining no high winds,June,3
2017,Male,39,Raining no high winds,July,3
2017,Male,39,Raining no high winds,August,1
2017,Male,39,Raining no high winds,September,4
2017,Male,39,Raining no high winds,October,1
2017,Male,39,Raining no high winds,November,3
2017,Male,39,Raining no high winds,December,1
2017,Male,39,Fine + high winds,March,1
2017,Male,39,Fine + high winds,August,1
2017,Male,39,Fine + high winds,December,1
2017,Male,39,Raining + high winds,January,1
2017,Male,39,Raining + high winds,February,1
2017,Male,39,Raining + high winds,July,1
2017,Male,39,Raining + high winds,November,1
2017,Male,39,Fog or mist,November,1
2017,Male,40,Fine no high winds,January,12
2017,Male,40,Fine no high winds,February,16
2017,Male,40,Fine no high winds,March,19
2017,Male,40,Fine no high winds,April,19
2017,Male,40,Fine no high winds,May,19
2017,Male,40,Fine no high winds,June,20
2017,Male,40,Fine no high winds,July,12
2017,Male,40,Fine no high winds,August,20
2017,Male,40,Fine no high winds,September,16
2017,Male,40,Fine no high winds,October,16
2017,Male,40,Fine no high winds,November,13
2017,Male,40,Fine no high winds,December,14
2017,Male,40,Raining no high winds,January,3
2017,Male,40,Raining no high winds,February,2
2017,Male,40,Raining no high winds,March,5
2017,Male,40,Raining no high winds,May,3
2017,Male,40,Raining no high winds,June,1
2017,Male,40,Raining no high winds,August,1
2017,Male,40,Raining no high winds,September,2
2017,Male,40,Raining no high winds,October,4
2017,Male,40,Raining no high winds,November,3
2017,Male,40,Raining no high winds,December,3
2017,Male,40,Fine + high winds,June,1
2017,Male,40,Fine + high winds,November,1
2017,Male,40,Raining + high winds,January,1
2017,Male,40,Raining + high winds,August,1
2017,Male,41,Fine no high winds,January,16
2017,Male,41,Fine no high winds,February,5
2017,Male,41,Fine no high winds,March,10
2017,Male,41,Fine no high winds,April,24
2017,Male,41,Fine no high winds,May,16
2017,Male,41,Fine no high winds,June,16
2017,Male,41,Fine no high winds,July,17
2017,Male,41,Fine no high winds,August,15
2017,Male,41,Fine no high winds,September,19
2017,Male,41,Fine no high winds,October,18
2017,Male,41,Fine no high winds,November,11
2017,Male,41,Fine no high winds,December,10
2017,Male,41,Raining no high winds,January,2
2017,Male,41,Raining no high winds,February,1
2017,Male,41,Raining no high winds,March,1
2017,Male,41,Raining no high winds,April,2
2017,Male,41,Raining no high winds,May,3
2017,Male,41,Raining no high winds,June,2
2017,Male,41,Raining no high winds,July,5
2017,Male,41,Raining no high winds,September,2
2017,Male,41,Raining no high winds,October,4
2017,Male,41,Raining no high winds,November,4
2017,Male,41,Fine + high winds,October,1
2017,Male,41,Fine + high winds,November,1
2017,Male,41,Raining + high winds,September,3
2017,Male,41,Fog or mist,January,1
2017,Male,42,Fine no high winds,January,17
2017,Male,42,Fine no high winds,February,8
2017,Male,42,Fine no high winds,March,24
2017,Male,42,Fine no high winds,April,15
2017,Male,42,Fine no high winds,May,17
2017,Male,42,Fine no high winds,June,25
2017,Male,42,Fine no high winds,July,19
2017,Male,42,Fine no high winds,August,7
2017,Male,42,Fine no high winds,September,9
2017,Male,42,Fine no high winds,October,16
2017,Male,42,Fine no high winds,November,17
2017,Male,42,Fine no high winds,December,14
2017,Male,42,Raining no high winds,January,3
2017,Male,42,Raining no high winds,March,5
2017,Male,42,Raining no high winds,June,5
2017,Male,42,Raining no high winds,July,7
2017,Male,42,Raining no high winds,August,2
2017,Male,42,Raining no high winds,September,1
2017,Male,42,Raining no high winds,October,1
2017,Male,42,Raining no high winds,November,6
2017,Male,42,Raining no high winds,December,3
2017,Male,42,Fine + high winds,June,1
2017,Male,42,Fine + high winds,December,2
2017,Male,42,Raining + high winds,March,1
2017,Male,42,Raining + high winds,June,1
2017,Male,42,Fog or mist,September,2
2017,Male,42,Fog or mist,December,1
2017,Male,43,Fine no high winds,January,9
2017,Male,43,Fine no high winds,February,11
2017,Male,43,Fine no high winds,March,17
2017,Male,43,Fine no high winds,April,16
2017,Male,43,Fine no high winds,May,24
2017,Male,43,Fine no high winds,June,24
2017,Male,43,Fine no high winds,July,20
2017,Male,43,Fine no high winds,August,15
2017,Male,43,Fine no high winds,September,12
2017,Male,43,Fine no high winds,October,18
2017,Male,43,Fine no high winds,November,15
2017,Male,43,Fine no high winds,December,17
2017,Male,43,Raining no high winds,January,1
2017,Male,43,Raining no high winds,February,2
2017,Male,43,Raining no high winds,March,2
2017,Male,43,Raining no high winds,May,2
2017,Male,43,Raining no high winds,June,4
2017,Male,43,Raining no high winds,July,4
2017,Male,43,Raining no high winds,August,1
2017,Male,43,Raining no high winds,September,1
2017,Male,43,Raining no high winds,October,4
2017,Male,43,Raining no high winds,November,3
2017,Male,43,Raining no high winds,December,2
2017,Male,43,Snowing no high winds,January,1
2017,Male,43,Fine + high winds,February,1
2017,Male,43,Fine + high winds,October,1
2017,Male,43,Raining + high winds,February,1
2017,Male,43,Fog or mist,January,1
2017,Male,43,Fog or mist,December,1
2017,Male,44,Fine no high winds,January,11
2017,Male,44,Fine no high winds,February,20
2017,Male,44,Fine no high winds,March,11
2017,Male,44,Fine no high winds,April,13
2017,Male,44,Fine no high winds,May,18
2017,Male,44,Fine no high winds,June,16
2017,Male,44,Fine no high winds,July,15
2017,Male,44,Fine no high winds,August,19
2017,Male,44,Fine no high winds,September,16
2017,Male,44,Fine no high winds,October,19
2017,Male,44,Fine no high winds,November,14
2017,Male,44,Fine no high winds,December,8
2017,Male,44,Raining no high winds,January,3
2017,Male,44,Raining no high winds,February,2
2017,Male,44,Raining no high winds,March,1
2017,Male,44,Raining no high winds,April,2
2017,Male,44,Raining no high winds,May,1
2017,Male,44,Raining no high winds,June,2
2017,Male,44,Raining no high winds,July,2
2017,Male,44,Raining no high winds,August,4
2017,Male,44,Raining no high winds,September,3
2017,Male,44,Raining no high winds,October,1
2017,Male,44,Raining no high winds,November,1
2017,Male,44,Raining no high winds,December,5
2017,Male,44,Snowing no high winds,December,1
2017,Male,44,Fine + high winds,February,2
2017,Male,44,Fine + high winds,March,1
2017,Male,44,Fine + high winds,August,1
2017,Male,44,Fine + high winds,November,1
2017,Male,44,Raining + high winds,April,1
2017,Male,44,Raining + high winds,October,1
2017,Male,44,Fog or mist,August,1
2017,Male,45,Fine no high winds,January,13
2017,Male,45,Fine no high winds,February,15
2017,Male,45,Fine no high winds,March,16
2017,Male,45,Fine no high winds,April,26
2017,Male,45,Fine no high winds,May,22
2017,Male,45,Fine no high winds,June,21
2017,Male,45,Fine no high winds,July,18
2017,Male,45,Fine no high winds,August,18
2017,Male,45,Fine no high winds,September,20
2017,Male,45,Fine no high winds,October,20
2017,Male,45,Fine no high winds,November,23
2017,Male,45,Fine no high winds,December,15
2017,Male,45,Raining no high winds,January,5
2017,Male,45,Raining no high winds,February,3
2017,Male,45,Raining no high winds,May,3
2017,Male,45,Raining no high winds,June,1
2017,Male,45,Raining no high winds,July,8
2017,Male,45,Raining no high winds,August,1
2017,Male,45,Raining no high winds,September,2
2017,Male,45,Raining no high winds,October,3
2017,Male,45,Raining no high winds,November,4
2017,Male,45,Raining no high winds,December,2
2017,Male,45,Snowing no high winds,December,1
2017,Male,45,Fine + high winds,February,1
2017,Male,45,Fine + high winds,May,1
2017,Male,45,Fine + high winds,June,1
2017,Male,45,Fine + high winds,December,1
2017,Male,45,Raining + high winds,March,1
2017,Male,45,Raining + high winds,May,1
2017,Male,45,Raining + high winds,June,2
2017,Male,45,Fog or mist,January,1
2017,Male,45,Fog or mist,October,1
2017,Male,46,Fine no high winds,January,26
2017,Male,46,Fine no high winds,February,14
2017,Male,46,Fine no high winds,March,16
2017,Male,46,Fine no high winds,April,20
2017,Male,46,Fine no high winds,May,19
2017,Male,46,Fine no high winds,June,19
2017,Male,46,Fine no high winds,July,19
2017,Male,46,Fine no high winds,August,23
2017,Male,46,Fine no high winds,September,17
2017,Male,46,Fine no high winds,October,19
2017,Male,46,Fine no high winds,November,18
2017,Male,46,Fine no high winds,December,10
2017,Male,46,Raining no high winds,February,7
2017,Male,46,Raining no high winds,March,1
2017,Male,46,Raining no high winds,April,1
2017,Male,46,Raining no high winds,May,1
2017,Male,46,Raining no high winds,June,3
2017,Male,46,Raining no high winds,July,3
2017,Male,46,Raining no high winds,September,2
2017,Male,46,Raining no high winds,October,1
2017,Male,46,Raining no high winds,November,6
2017,Male,46,Raining no high winds,December,1
2017,Male,46,Snowing no high winds,December,1
2017,Male,46,Fog or mist,January,2
2017,Male,46,Fog or mist,December,1
2017,Male,47,Fine no high winds,January,17
2017,Male,47,Fine no high winds,February,8
2017,Male,47,Fine no high winds,March,19
2017,Male,47,Fine no high winds,April,21
2017,Male,47,Fine no high winds,May,14
2017,Male,47,Fine no high winds,June,22
2017,Male,47,Fine no high winds,July,21
2017,Male,47,Fine no high winds,August,18
2017,Male,47,Fine no high winds,September,18
2017,Male,47,Fine no high winds,October,20
2017,Male,47,Fine no high winds,November,21
2017,Male,47,Fine no high winds,December,12
2017,Male,47,Raining no high winds,January,1
2017,Male,47,Raining no high winds,February,2
2017,Male,47,Raining no high winds,March,1
2017,Male,47,Raining no high winds,June,5
2017,Male,47,Raining no high winds,July,2
2017,Male,47,Raining no high winds,August,2
2017,Male,47,Raining no high winds,September,1
2017,Male,47,Raining no high winds,October,2
2017,Male,47,Raining no high winds,November,3
2017,Male,47,Raining no high winds,December,1
2017,Male,47,Fine + high winds,January,1
2017,Male,47,Fine + high winds,August,1
2017,Male,47,Fine + high winds,October,1
2017,Male,47,Fine + high winds,December,1
2017,Male,47,Raining + high winds,February,1
2017,Male,47,Raining + high winds,March,1
2017,Male,47,Raining + high winds,June,2
2017,Male,47,Raining + high winds,November,1
2017,Male,47,Fog or mist,January,1
2017,Male,47,Fog or mist,February,1
2017,Male,47,Fog or mist,November,1
2017,Male,47,Fog or mist,December,1
2017,Male,48,Fine no high winds,January,14
2017,Male,48,Fine no high winds,February,18
2017,Male,48,Fine no high winds,March,23
2017,Male,48,Fine no high winds,April,20
2017,Male,48,Fine no high winds,May,32
2017,Male,48,Fine no high winds,June,30
2017,Male,48,Fine no high winds,July,21
2017,Male,48,Fine no high winds,August,28
2017,Male,48,Fine no high winds,September,16
2017,Male,48,Fine no high winds,October,23
2017,Male,48,Fine no high winds,November,22
2017,Male,48,Fine no high winds,December,19
2017,Male,48,Raining no high winds,January,6
2017,Male,48,Raining no high winds,February,4
2017,Male,48,Raining no high winds,March,1
2017,Male,48,Raining no high winds,April,2
2017,Male,48,Raining no high winds,May,1
2017,Male,48,Raining no high winds,June,1
2017,Male,48,Raining no high winds,July,2
2017,Male,48,Raining no high winds,August,3
2017,Male,48,Raining no high winds,September,4
2017,Male,48,Raining no high winds,November,2
2017,Male,48,Raining no high winds,December,3
2017,Male,48,Snowing no high winds,December,1
2017,Male,48,Fine + high winds,January,1
2017,Male,48,Raining + high winds,June,2
2017,Male,48,Fog or mist,January,1
2017,Male,48,Fog or mist,February,1
2017,Male,49,Fine no high winds,January,12
2017,Male,49,Fine no high winds,February,13
2017,Male,49,Fine no high winds,March,12
2017,Male,49,Fine no high winds,April,26
2017,Male,49,Fine no high winds,May,25
2017,Male,49,Fine no high winds,June,21
2017,Male,49,Fine no high winds,July,23
2017,Male,49,Fine no high winds,August,12
2017,Male,49,Fine no high winds,September,24
2017,Male,49,Fine no high winds,October,17
2017,Male,49,Fine no high winds,November,16
2017,Male,49,Fine no high winds,December,7
2017,Male,49,Raining no high winds,January,8
2017,Male,49,Raining no high winds,February,2
2017,Male,49,Raining no high winds,March,1
2017,Male,49,Raining no high winds,May,1
2017,Male,49,Raining no high winds,June,3
2017,Male,49,Raining no high winds,July,2
2017,Male,49,Raining no high winds,August,4
2017,Male,49,Raining no high winds,September,4
2017,Male,49,Raining no high winds,October,3
2017,Male,49,Raining no high winds,November,5
2017,Male,49,Raining no high winds,December,1
2017,Male,49,Snowing no high winds,February,1
2017,Male,49,Fine + high winds,May,1
2017,Male,49,Fine + high winds,October,1
2017,Male,49,Raining + high winds,February,1
2017,Male,49,Raining + high winds,July,1
2017,Male,49,Raining + high winds,October,1
2017,Male,49,Raining + high winds,December,1
2017,Male,49,Snowing + high winds,February,1
2017,Male,50,Fine no high winds,January,13
2017,Male,50,Fine no high winds,February,11
2017,Male,50,Fine no high winds,March,21
2017,Male,50,Fine no high winds,April,27
2017,Male,50,Fine no high winds,May,21
2017,Male,50,Fine no high winds,June,15
2017,Male,50,Fine no high winds,July,19
2017,Male,50,Fine no high winds,August,30
2017,Male,50,Fine no high winds,September,28
2017,Male,50,Fine no high winds,October,22
2017,Male,50,Fine no high winds,November,18
2017,Male,50,Fine no high winds,December,15
2017,Male,50,Raining no high winds,January,1
2017,Male,50,Raining no high winds,February,1
2017,Male,50,Raining no high winds,March,2
2017,Male,50,Raining no high winds,April,1
2017,Male,50,Raining no high winds,May,2
2017,Male,50,Raining no high winds,June,2
2017,Male,50,Raining no high winds,July,2
2017,Male,50,Raining no high winds,September,5
2017,Male,50,Raining no high winds,October,2
2017,Male,50,Raining no high winds,November,1
2017,Male,50,Raining no high winds,December,4
2017,Male,50,Fine + high winds,January,1
2017,Male,50,Raining + high winds,February,1
2017,Male,50,Raining + high winds,March,1
2017,Male,50,Raining + high winds,November,1
2017,Male,50,Fog or mist,January,4
2017,Male,50,Fog or mist,December,1
2017,Male,51,Fine no high winds,January,16
2017,Male,51,Fine no high winds,February,11
2017,Male,51,Fine no high winds,March,21
2017,Male,51,Fine no high winds,April,16
2017,Male,51,Fine no high winds,May,25
2017,Male,51,Fine no high winds,June,12
2017,Male,51,Fine no high winds,July,24
2017,Male,51,Fine no high winds,August,21
2017,Male,51,Fine no high winds,September,15
2017,Male,51,Fine no high winds,October,12
2017,Male,51,Fine no high winds,November,18
2017,Male,51,Fine no high winds,December,10
2017,Male,51,Raining no high winds,January,1
2017,Male,51,Raining no high winds,February,4
2017,Male,51,Raining no high winds,May,1
2017,Male,51,Raining no high winds,June,1
2017,Male,51,Raining no high winds,July,1
2017,Male,51,Raining no high winds,August,2
2017,Male,51,Raining no high winds,October,2
2017,Male,51,Raining no high winds,November,1
2017,Male,51,Raining no high winds,December,4
2017,Male,51,Snowing no high winds,February,1
2017,Male,51,Fine + high winds,May,1
2017,Male,51,Fine + high winds,June,2
2017,Male,51,Fine + high winds,October,1
2017,Male,51,Raining + high winds,February,2
2017,Male,51,Raining + high winds,September,4
2017,Male,51,Raining + high winds,November,1
2017,Male,51,Raining + high winds,December,1
2017,Male,51,Snowing + high winds,February,1
2017,Male,51,Fog or mist,February,1
2017,Male,51,Fog or mist,September,2
2017,Male,51,Fog or mist,December,2
2017,Male,52,Fine no high winds,January,14
2017,Male,52,Fine no high winds,February,10
2017,Male,52,Fine no high winds,March,15
2017,Male,52,Fine no high winds,April,19
2017,Male,52,Fine no high winds,May,25
2017,Male,52,Fine no high winds,June,29
2017,Male,52,Fine no high winds,July,27
2017,Male,52,Fine no high winds,August,29
2017,Male,52,Fine no high winds,September,17
2017,Male,52,Fine no high winds,October,22
2017,Male,52,Fine no high winds,November,20
2017,Male,52,Fine no high winds,December,14
2017,Male,52,Raining no high winds,January,3
2017,Male,52,Raining no high winds,February,7
2017,Male,52,Raining no high winds,March,3
2017,Male,52,Raining no high winds,April,1
2017,Male,52,Raining no high winds,May,1
2017,Male,52,Raining no high winds,June,4
2017,Male,52,Raining no high winds,July,1
2017,Male,52,Raining no high winds,August,1
2017,Male,52,Raining no high winds,September,3
2017,Male,52,Raining no high winds,October,2
2017,Male,52,Raining no high winds,November,9
2017,Male,52,Snowing no high winds,February,2
2017,Male,52,Fine + high winds,January,1
2017,Male,52,Fine + high winds,June,1
2017,Male,52,Fine + high winds,October,1
2017,Male,52,Fine + high winds,December,1
2017,Male,52,Raining + high winds,May,1
2017,Male,52,Fog or mist,January,1
2017,Male,53,Fine no high winds,January,19
2017,Male,53,Fine no high winds,February,13
2017,Male,53,Fine no high winds,March,14
2017,Male,53,Fine no high winds,April,24
2017,Male,53,Fine no high winds,May,22
2017,Male,53,Fine no high winds,June,18
2017,Male,53,Fine no high winds,July,27
2017,Male,53,Fine no high winds,August,27
2017,Male,53,Fine no high winds,September,21
2017,Male,53,Fine no high winds,October,11
2017,Male,53,Fine no high winds,November,21
2017,Male,53,Fine no high winds,December,12
2017,Male,53,Raining no high winds,May,2
2017,Male,53,Raining no high winds,June,2
2017,Male,53,Raining no high winds,July,3
2017,Male,53,Raining no high winds,August,3
2017,Male,53,Raining no high winds,September,5
2017,Male,53,Raining no high winds,November,2
2017,Male,53,Raining no high winds,December,3
2017,Male,53,Snowing no high winds,December,1
2017,Male,53,Fine + high winds,October,1
2017,Male,53,Raining + high winds,June,1
2017,Male,53,Fog or mist,February,1
2017,Male,53,Fog or mist,July,1
2017,Male,54,Fine no high winds,January,13
2017,Male,54,Fine no high winds,February,14
2017,Male,54,Fine no high winds,March,15
2017,Male,54,Fine no high winds,April,24
2017,Male,54,Fine no high winds,May,19
2017,Male,54,Fine no high winds,June,12
2017,Male,54,Fine no high winds,July,20
2017,Male,54,Fine no high winds,August,19
2017,Male,54,Fine no high winds,September,13
2017,Male,54,Fine no high winds,October,18
2017,Male,54,Fine no high winds,November,23
2017,Male,54,Fine no high winds,December,10
2017,Male,54,Raining no high winds,January,4
2017,Male,54,Raining no high winds,February,9
2017,Male,54,Raining no high winds,March,5
2017,Male,54,Raining no high winds,April,2
2017,Male,54,Raining no high winds,June,4
2017,Male,54,Raining no high winds,July,1
2017,Male,54,Raining no high winds,August,3
2017,Male,54,Raining no high winds,September,2
2017,Male,54,Raining no high winds,October,2
2017,Male,54,Raining no high winds,November,5
2017,Male,54,Fine + high winds,April,1
2017,Male,54,Raining + high winds,February,1
2017,Male,54,Raining + high winds,July,1
2017,Male,54,Raining + high winds,December,1
2017,Male,55,Fine no high winds,January,8
2017,Male,55,Fine no high winds,February,13
2017,Male,55,Fine no high winds,March,14
2017,Male,55,Fine no high winds,April,15
2017,Male,55,Fine no high winds,May,19
2017,Male,55,Fine no high winds,June,13
2017,Male,55,Fine no high winds,July,20
2017,Male,55,Fine no high winds,August,15
2017,Male,55,Fine no high winds,September,16
2017,Male,55,Fine no high winds,October,21
2017,Male,55,Fine no high winds,November,21
2017,Male,55,Fine no high winds,December,10
2017,Male,55,Raining no high winds,January,1
2017,Male,55,Raining no high winds,February,2
2017,Male,55,Raining no high winds,March,1
2017,Male,55,Raining no high winds,May,2
2017,Male,55,Raining no high winds,June,3
2017,Male,55,Raining no high winds,July,3
2017,Male,55,Raining no high winds,August,1
2017,Male,55,Raining no high winds,September,4
2017,Male,55,Raining no high winds,October,3
2017,Male,55,Raining no high winds,November,5
2017,Male,55,Raining no high winds,December,3
2017,Male,55,Snowing no high winds,December,1
2017,Male,55,Fine + high winds,February,1
2017,Male,55,Fine + high winds,June,1
2017,Male,55,Raining + high winds,March,1
2017,Male,55,Fog or mist,January,1
2017,Male,55,Fog or mist,February,1
2017,Male,55,Fog or mist,December,1
2017,Male,56,Fine no high winds,January,13
2017,Male,56,Fine no high winds,February,11
2017,Male,56,Fine no high winds,March,17
2017,Male,56,Fine no high winds,April,21
2017,Male,56,Fine no high winds,May,24
2017,Male,56,Fine no high winds,June,20
2017,Male,56,Fine no high winds,July,20
2017,Male,56,Fine no high winds,August,13
2017,Male,56,Fine no high winds,September,12
2017,Male,56,Fine no high winds,October,13
2017,Male,56,Fine no high winds,November,23
2017,Male,56,Fine no high winds,December,7
2017,Male,56,Raining no high winds,January,4
2017,Male,56,Raining no high winds,March,5
2017,Male,56,Raining no high winds,May,2
2017,Male,56,Raining no high winds,June,1
2017,Male,56,Raining no high winds,July,3
2017,Male,56,Raining no high winds,August,3
2017,Male,56,Raining no high winds,September,3
2017,Male,56,Raining no high winds,October,1
2017,Male,56,Raining no high winds,December,2
2017,Male,56,Fine + high winds,October,1
2017,Male,56,Raining + high winds,December,1
2017,Male,56,Fog or mist,September,1
2017,Male,57,Fine no high winds,January,8
2017,Male,57,Fine no high winds,February,9
2017,Male,57,Fine no high winds,March,13
2017,Male,57,Fine no high winds,April,17
2017,Male,57,Fine no high winds,May,14
2017,Male,57,Fine no high winds,June,19
2017,Male,57,Fine no high winds,July,20
2017,Male,57,Fine no high winds,August,16
2017,Male,57,Fine no high winds,September,22
2017,Male,57,Fine no high winds,October,13
2017,Male,57,Fine no high winds,November,18
2017,Male,57,Fine no high winds,December,5
2017,Male,57,Raining no high winds,January,2
2017,Male,57,Raining no high winds,February,2
2017,Male,57,Raining no high winds,April,1
2017,Male,57,Raining no high winds,June,2
2017,Male,57,Raining no high winds,July,2
2017,Male,57,Raining no high winds,August,3
2017,Male,57,Raining no high winds,September,2
2017,Male,57,Raining no high winds,October,1
2017,Male,57,Raining no high winds,November,3
2017,Male,57,Raining no high winds,December,2
2017,Male,57,Snowing no high winds,December,2
2017,Male,57,Fine + high winds,April,1
2017,Male,57,Raining + high winds,January,1
2017,Male,57,Raining + high winds,September,1
2017,Male,57,Raining + high winds,October,1
2017,Male,58,Fine no high winds,January,10
2017,Male,58,Fine no high winds,February,12
2017,Male,58,Fine no high winds,March,19
2017,Male,58,Fine no high winds,April,14
2017,Male,58,Fine no high winds,May,24
2017,Male,58,Fine no high winds,June,24
2017,Male,58,Fine no high winds,July,14
2017,Male,58,Fine no high winds,August,11
2017,Male,58,Fine no high winds,September,19
2017,Male,58,Fine no high winds,October,18
2017,Male,58,Fine no high winds,November,14
2017,Male,58,Fine no high winds,December,10
2017,Male,58,Raining no high winds,January,4
2017,Male,58,Raining no high winds,February,2
2017,Male,58,Raining no high winds,March,1
2017,Male,58,Raining no high winds,June,2
2017,Male,58,Raining no high winds,July,1
2017,Male,58,Raining no high winds,August,1
2017,Male,58,Raining no high winds,September,1
2017,Male,58,Raining no high winds,October,1
2017,Male,58,Raining no high winds,November,1
2017,Male,58,Raining no high winds,December,1
2017,Male,58,Snowing no high winds,January,1
2017,Male,58,Fine + high winds,October,2
2017,Male,58,Raining + high winds,September,1
2017,Male,58,Fog or mist,January,1
2017,Male,59,Fine no high winds,January,9
2017,Male,59,Fine no high winds,February,10
2017,Male,59,Fine no high winds,March,10
2017,Male,59,Fine no high winds,April,8
2017,Male,59,Fine no high winds,May,15
2017,Male,59,Fine no high winds,June,19
2017,Male,59,Fine no high winds,July,16
2017,Male,59,Fine no high winds,August,14
2017,Male,59,Fine no high winds,September,8
2017,Male,59,Fine no high winds,October,13
2017,Male,59,Fine no high winds,November,11
2017,Male,59,Fine no high winds,December,3
2017,Male,59,Raining no high winds,January,2
2017,Male,59,Raining no high winds,February,1
2017,Male,59,Raining no high winds,March,1
2017,Male,59,Raining no high winds,April,1
2017,Male,59,Raining no high winds,May,1
2017,Male,59,Raining no high winds,June,1
2017,Male,59,Raining no high winds,July,3
2017,Male,59,Raining no high winds,August,1
2017,Male,59,Raining no high winds,October,3
2017,Male,59,Raining no high winds,November,1
2017,Male,59,Raining no high winds,December,1
2017,Male,59,Snowing no high winds,January,1
2017,Male,59,Raining + high winds,October,1
2017,Male,60,Fine no high winds,January,11
2017,Male,60,Fine no high winds,February,4
2017,Male,60,Fine no high winds,March,11
2017,Male,60,Fine no high winds,April,16
2017,Male,60,Fine no high winds,May,18
2017,Male,60,Fine no high winds,June,22
2017,Male,60,Fine no high winds,July,15
2017,Male,60,Fine no high winds,August,10
2017,Male,60,Fine no high winds,September,10
2017,Male,60,Fine no high winds,October,14
2017,Male,60,Fine no high winds,November,13
2017,Male,60,Fine no high winds,December,6
2017,Male,60,Raining no high winds,January,3
2017,Male,60,Raining no high winds,February,2
2017,Male,60,Raining no high winds,June,1
2017,Male,60,Raining no high winds,July,1
2017,Male,60,Raining no high winds,August,2
2017,Male,60,Raining no high winds,October,2
2017,Male,60,Raining no high winds,November,1
2017,Male,60,Snowing no high winds,January,1
2017,Male,60,Fine + high winds,January,2
2017,Male,60,Fine + high winds,February,1
2017,Male,60,Raining + high winds,June,1
2017,Male,60,Fog or mist,January,3
2017,Male,60,Fog or mist,July,1
2017,Male,61,Fine no high winds,January,14
2017,Male,61,Fine no high winds,February,4
2017,Male,61,Fine no high winds,March,13
2017,Male,61,Fine no high winds,April,9
2017,Male,61,Fine no high winds,May,10
2017,Male,61,Fine no high winds,June,12
2017,Male,61,Fine no high winds,July,12
2017,Male,61,Fine no high winds,August,14
2017,Male,61,Fine no high winds,September,10
2017,Male,61,Fine no high winds,October,13
2017,Male,61,Fine no high winds,November,9
2017,Male,61,Fine no high winds,December,7
2017,Male,61,Raining no high winds,January,3
2017,Male,61,Raining no high winds,February,3
2017,Male,61,Raining no high winds,March,2
2017,Male,61,Raining no high winds,April,2
2017,Male,61,Raining no high winds,May,1
2017,Male,61,Raining no high winds,June,1
2017,Male,61,Raining no high winds,July,1
2017,Male,61,Raining no high winds,August,4
2017,Male,61,Raining no high winds,September,3
2017,Male,61,Raining no high winds,October,1
2017,Male,61,Raining no high winds,November,1
2017,Male,61,Raining no high winds,December,1
2017,Male,61,Fine + high winds,February,1
2017,Male,61,Raining + high winds,October,2
2017,Male,61,Fog or mist,March,1
2017,Male,61,Fog or mist,June,1
2017,Male,61,Fog or mist,December,1
2017,Male,62,Fine no high winds,January,10
2017,Male,62,Fine no high winds,February,6
2017,Male,62,Fine no high winds,March,12
2017,Male,62,Fine no high winds,April,11
2017,Male,62,Fine no high winds,May,7
2017,Male,62,Fine no high winds,June,7
2017,Male,62,Fine no high winds,July,10
2017,Male,62,Fine no high winds,August,14
2017,Male,62,Fine no high winds,September,10
2017,Male,62,Fine no high winds,October,11
2017,Male,62,Fine no high winds,November,10
2017,Male,62,Fine no high winds,December,6
2017,Male,62,Raining no high winds,February,1
2017,Male,62,Raining no high winds,March,1
2017,Male,62,Raining no high winds,April,1
2017,Male,62,Raining no high winds,June,1
2017,Male,62,Raining no high winds,July,1
2017,Male,62,Raining no high winds,August,1
2017,Male,62,Raining no high winds,September,2
2017,Male,62,Raining no high winds,December,1
